h,theta,diam_plat,mass,gci,T,F,m_act,m_link,deflection_mm
0.01703125,107.037037037037,0.12332,138.727122611686,-0.172409588133314,0.510950929058478,17.058926325398,41,5.24237420389524,0.500000002944827
0.09015625,67.037037037037,0.11732,620.942418330462,-0.748488510845692,3.04485876881864,22.0428932071017,195,11.9808061101539,0.50000000001972
0.04515625,133.703703703704,0.11132,293.394289710064,-0.733001961679655,1.12619628970521,36.0641025849578,90,7.79809657002122,0.499999999999913
0.06765625,93.7037037037037,0.10532,614.065124188425,-0.877975436382808,4.44471556553199,32.6907176102248,195,9.68837472947499,0.499999999998837
0.02265625,53.7037037037037,0.09932,136.425974198108,-0.377332018245317,0.198108224385478,18.8013883322347,41,4.47532473270282,0.499999999996888
0.07890625,120.37037037037,0.12212,620.357471967013,-0.806304429846898,5.1350762973273,28.9670555353445,195,11.7858239890042,0.500000000117385
0.03390625,80.3703703703704,0.11612,140.735579384246,-0.496943949924361,0.551664970540838,20.2196313137749,41,5.91185979474866,0.500000011148027
0.05640625,40.3703703703704,0.11012,392.60020356531,-0.913371308134666,2.16735901784562,282.408010262042,107,23.8667345217701,0.500000000014568
0.01140625,142.592592592593,0.10412,135.633561380899,-0.157436788215382,0.281270738246603,16.9932606834909,41,4.21118712696624,0.500000000011099
0.099296875,102.592592592593,0.09812,621.10009971547,-0.727968893423036,3.48479615500587,19.4325586803795,195,12.0333665718234,0.500000000002743
0.054296875,62.5925925925926,0.12092,619.803586061244,-0.745827534533332,2.5375757783755,59.9416492997266,195,11.6011953537482,0.500000000001297
0.076796875,129.259259259259,0.11492,617.503945371404,-0.648488096046781,5.37128931955574,27.7489301820668,195,10.8346484571347,0.500000000006527
0.031796875,89.2592592592593,0.10892,139.465408043363,-0.494064889180695,0.589366277132122,20.6542691055708,41,5.48846934778774,0.500000000371832
0.088046875,49.2592592592593,0.10292,617.592266272071,-0.814991917608605,2.30734942291347,21.0988081544849,195,10.864088757357,0.499999999998763
0.043046875,115.925925925926,0.09692,346.264894990376,-0.750561169425561,2.10706969962394,67.2751891507367,107,8.42163166345874,0.50000000004169
0.065546875,75.9259259259259,0.11972,629.403735499104,-0.76445544621502,3.58227717506312,70.917842249774,195,14.801245166368,0.500000020256533
0.020546875,35.9259259259259,0.11372,137.803630212421,-0.480989748105909,0.397443991219142,17.5451857023646,41,4.93454340414036,0.500000000881574
0.093671875,138.148148148148,0.10772,620.345664448502,-0.631402471009626,3.48362229512656,20.514537742319,195,11.7818881495007,0.500000000002149
0.048671875,98.1481481481482,0.10172,630.615439440216,-0.770228645425105,2.96255254936879,168.438563836696,195,15.205146480072,0.499999999999437
0.071171875,58.1481481481482,0.09572,611.753408760319,-0.655123550564775,2.91688740799707,25.4524271896176,195,8.91780292010629,0.49999999999987
0.026171875,124.814814814815,0.12428,140.05257077437,-0.262961572848123,0.129997021791643,17.775405157095,41,5.68419025812341,0.500000000123379
0.082421875,84.8148148148148,0.11828,619.248749219404,-0.877315725161224,3.89867217329827,25.0911165736211,195,11.4162497398014,0.500000000015924
0.037421875,44.8148148148148,0.11228,288.629952222252,-0.765198752784406,1.18134813410003,23.1216551640184,90,6.20998407408394,0.499999999999267
0.059921875,111.481481481481,0.10628,619.201900382184,-0.815041951399773,4.23462282534047,60.9348160954403,195,11.4006334607278,0.500000000003505
0.014921875,71.4814814814815,0.10028,135.463580672854,-0.1335956747282,0.427722421224024,17.3675851351004,41,4.15452689095137,0.500000000338504
0.096484375,31.4814814814815,0.12308,360.616150658258,-0.789399695748942,1.48150604313678,21.2014829846774,107,13.2053835527527,0.499999999999894
0.051484375,149.506172839506,0.11708,300.270817286792,-0.761759353155336,0.99995627672525,52.4587432385232,90,10.0902724289305,0.499999999999375
0.073984375,109.506172839506,0.11108,616.090696742367,-0.905151553826084,4.89747783862141,28.5876403452278,195,10.3635655807889,0.499999999999899
0.028984375,69.5061728395062,0.10508,138.360668769777,-0.450468342398693,0.55603522085131,20.1474120107727,41,5.12022292325903,0.499999999998653
0.085234375,136.172839506173,0.09908,616.04090103197,-0.705294052318519,3.89481479905125,21.3156350473973,195,10.3469670106568,0.499999999999284
0.040234375,96.1728395061728,0.12188,143.353045027967,-0.540190856663352,0.792662682373982,22.0288173418112,41,6.78434834265554,0.499999999997906
0.062734375,56.1728395061728,0.11588,629.765554610726,-0.782511095423421,2.87534157876129,83.0144728630025,195,14.9218515369086,0.499999999999871
0.017734375,122.83950617284,0.10988,136.960229816293,-0.166036876384781,0.257903642770521,17.377442266379,41,4.65340993876428,0.499999999998279
0.090859375,82.8395061728395,0.10388,618.712486875781,-0.708689363286719,3.46346302692683,20.6910334635856,195,11.2374956252604,0.499999999998768
0.045859375,42.8395061728395,0.09788,620.414932068505,-0.654457322570046,2.19157125559632,118.946272029683,195,11.8049773561683,0.500000008410928
0.068359375,145.061728395062,0.12068,625.108568166124,-0.751601098245017,3.44560014423626,52.3968955472559,195,13.3695227220412,0.500000000535387
0.023359375,105.061728395062,0.11468,138.329969079613,-0.258209883703306,0.139132581063067,17.8492255966071,41,5.10998969320432,0.499999999997151
0.079609375,65.0617283950617,0.10868,616.316831794555,-0.791807064220642,3.11930135725347,24.2679931455726,195,10.4389439315183,0.499999999998716
0.034609375,131.728395061728,0.10268,140.052951780391,-0.72795659700374,0.657874445629523,24.5685709144338,41,5.68431726013037,0.500000029093359
0.057109375,91.7283950617284,0.09668,612.501625377603,-0.855901318898825,4.25158210857241,49.2259723905081,195,9.1672084592011,0.500000000019831
0.012109375,51.7283950617284,0.11948,284.759798732254,-0.191583625212568,0.947949505020617,16.8766291504606,90,4.91993291075131,0.500000007651276
0.097890625,118.395061728395,0.11348,622.882173154143,-0.698624233001123,3.78991454183352,20.2707461663266,195,12.627391051381,0.500000000050238
0.052890625,78.3950617283951,0.10748,667.604798482267,-0.827026399409591,3.17709359882391,438.301285034562,195,27.5349328274225,0.500000006722449
0.075390625,38.3950617283951,0.10148,349.82239386515,-0.647087950114832,1.94370641353547,24.6677444735154,107,9.60746462171656,0.499999999999533
0.030390625,140.617283950617,0.09548,138.117216557498,-0.608908393383786,0.483592978149215,23.6753153823647,41,5.0390721858328,0.5000000000069
0.086640625,100.617283950617,0.12404,621.83673315527,-0.892201247679979,4.35264443880726,24.3509773091839,195,12.2789110517566,0.500000000079365
0.041640625,60.6172839506173,0.11804,290.757990918226,-0.548179440848378,1.3388277326272,24.42270507366,90,6.91933030607547,0.500000000007398
0.064140625,127.283950617284,0.11204,620.266022305768,-0.744689269267501,4.23837856549542,52.0405789390004,195,11.7553407685893,0.500000000004581
0.019140625,87.2839506172839,0.10604,136.649578373937,-0.218524997746333,0.23826730340769,17.6708084670092,41,4.54985945797906,0.49999999999664
0.092265625,47.283950617284,0.10004,354.622067933649,-0.734395872132642,2.17529918896138,20.2560753254235,107,11.207355977883,0.499999999998694
0.047265625,113.950617283951,0.12284,294.041636465832,-0.66121394190912,1.19060733391587,28.4388725460239,90,8.013878821944,0.500000008590508
0.069765625,73.9506172839506,0.11684,619.759004155145,-0.852962595632067,3.63945383827259,39.6507534616012,195,11.5863347183816,0.499999999998283
0.024765625,33.9506172839506,0.11084,138.086575539117,-0.614746608417304,0.0107284567173837,18.2996913275347,41,5.02885851303908,0.500000000055485
0.081015625,148.024691358025,0.10484,615.83701981146,-0.802438045943104,4.29530304961018,23.0512285391907,195,10.2790066038201,0.499999999999052
0.036015625,108.024691358025,0.09884,287.724151963756,-0.615517891851172,1.251363124669,28.8809422678373,90,5.90805065458517,0.499999999998766
0.058515625,68.0246913580247,0.12164,645.929624371163,-0.71494845282751,2.92969860422615,160.459449550735,195,20.3098747903876,0.500000001068145
0.013515625,134.691358024691,0.11564,137.324521468995,-0.17570175414314,0.362388488850053,16.9724710937662,41,4.77484048966493,0.499999999999514
0.095078125,94.6913580246914,0.10964,621.179593841292,-0.777960771264745,3.66967735903127,20.4306033080378,195,12.0598646137639,0.500000000008493
0.050078125,54.6913580246914,0.10364,638.24106680725,-0.771056415934554,2.64564116495934,212.260450801361,195,17.7470222690835,0.500000000465132
0.072578125,121.358024691358,0.09764,612.431570918289,-0.691890934592409,5.07242707481737,25.1787820525181,195,9.14385697276315,0.499999999999795
0.027578125,81.358024691358,0.12044,139.785048546908,-0.371095839457286,0.0440725839442789,18.1621863997817,41,5.59501618230278,0.500000000057348
0.083828125,41.358024691358,0.11444,354.597134106368,-0.760854759754933,2.02591406827946,23.630718380973,107,11.1990447021227,0.50000000000154
0.038828125,143.58024691358,0.10844,142.155187037101,-0.682716052136575,0.590909465550169,26.2911035106035,41,6.38506234570043,0.499999999997898
0.061328125,103.58024691358,0.10244,613.959029778623,-0.772956994508811,4.56905236534157,43.7312870414661,195,9.65300992620776,0.50000000003203
0.016328125,63.5802469135802,0.09644,135.171269155857,-0.188798575155512,0.256497673684675,17.6965176522609,41,4.05708971861905,0.499999999999532
0.089453125,130.246913580247,0.11924,621.147009044914,-0.884694789747962,4.50718838214152,22.4799690011109,195,12.0490030149713,0.500000000031907
0.044453125,90.2469135802469,0.11324,343.569728674846,-0.666478813951904,1.70123612208115,31.8244436339511,107,7.52324289161539,0.500000004352597
0.066953125,50.2469135802469,0.10724,614.869695777715,-0.562101152904289,2.61833626731904,35.4039484406297,195,9.9565652592385,0.500000000005432
0.021953125,116.913580246914,0.10124,136.507892010802,-0.290333090853587,0.041307157050296,18.4502229973401,41,4.50263067026725,0.499999999996871
0.078203125,76.9135802469136,0.09524,613.302068050764,-0.847726624980147,3.54331258311016,22.5853382649935,195,9.43402268358793,0.499999999999815
0.033203125,36.9135802469136,0.124952,141.535298472541,-0.596451929021403,0.263240669609805,18.8899502850409,41,6.17843282418021,0.500000025024648
0.055703125,139.135802469136,0.118952,365.622531475685,-0.668490047613855,1.66957474522244,97.5718894967351,107,14.8741771585618,0.499999999999738
0.010703125,99.1358024691358,0.112952,136.752133828665,-0.278684575625913,0.691794364444922,16.8698744715721,41,4.58404460955498,0.4999999999977
0.0996484375,59.1358024691358,0.106952,622.516823228558,-0.708786116457553,2.56190891410137,19.7362062418644,195,12.5056077428525,0.500000000025125
0.0546484375,125.802469135802,0.100952,622.567059929772,-0.828410640270891,3.50942677159526,94.9174395830185,195,12.5223533099241,0.50000000639679
0.0771484375,85.8024691358025,0.123752,621.50690345914,-0.890322097318982,4.0616056835461,31.9439640847461,195,12.1689678197132,0.499999999998849
0.0321484375,45.8024691358025,0.117752,140.438067982222,-0.634894571004834,0.422777335466671,19.3907065753259,41,5.8126893274074,0.500000002881482
0.0883984375,112.469135802469,0.111752,619.289479423042,-0.756934216169689,4.26655573663127,21.8500937848369,195,11.4298264743474,0.500000000000746
0.0433984375,72.4691358024691,0.105752,343.649202241189,-0.720330975748546,2.1517938435143,39.3734787789017,107,7.54973408039626,0.499999999999918
0.0658984375,32.4691358024692,0.099752,348.209615941552,-0.876736788521093,1.7253220343104,31.4271605976795,107,9.06987198051718,0.499999999999309
0.0208984375,146.543209876543,0.122552,139.049392062303,-0.357015342490178,0.174321414408994,17.3231855288982,41,5.34979735410111,0.499999999999209
0.0940234375,106.543209876543,0.116552,622.036242864023,-0.85532419151895,4.00374784468261,21.1079481802209,195,12.3454142880077,0.500000000036123
0.0490234375,66.5432098765432,0.110552,614.222938798427,-0.683072952203185,2.535137147625,58.7918477851189,195,9.74097959947563,0.499999999999303
0.0715234375,133.20987654321,0.104552,613.959437397869,-0.889898425543651,5.53764235370837,28.0103051362805,195,9.65314579928981,0.499999999999026
0.0265234375,93.2098765432099,0.098552,137.167657141979,-0.420695991470135,0.481498935768724,20.2686955027585,41,4.7225523806598,0.500000000443783
0.0827734375,53.2098765432099,0.121352,620.182488695385,-0.629790748832442,2.60414781202195,25.7163110957111,195,11.7274962317951,0.500000000049275
0.0377734375,119.876543209877,0.115352,141.950902342929,-0.544821694739531,0.625013023222013,22.3646091091919,41,6.31696744764309,0.499999999999158
0.0602734375,79.8765432098765,0.109352,623.29509470636,-0.808815746780302,3.71385820224658,72.2070520431532,195,12.7650315687867,0.500000001772384
0.0152734375,39.8765432098766,0.103352,135.872683077375,-0.311123002365701,0.537045171736147,17.3167533214922,41,4.29089435912486,0.500000000005765
0.0968359375,142.098765432099,0.097352,619.995653910378,-0.753372453579887,2.82055541225593,19.6260869950091,195,11.6652179701259,0.499999999999411
0.0518359375,102.098765432099,0.120152,350.022369680543,-0.7640363932979,2.06006335054292,45.3334107461512,107,9.67412322684752,0.500000000053677
0.0743359375,62.0987654320988,0.114152,617.106926600266,-0.776666828927846,3.1016246488871,29.6979087125875,195,10.7023088667552,0.500000000010945
0.0293359375,128.765432098765,0.108152,138.7406851975,-0.550226930382275,0.250702098642491,19.785162318895,41,5.24689506583347,0.499999999997191
0.0855859375,88.7654320987654,0.102152,616.664839312563,-0.735803215717465,3.76158176533029,21.5179379452996,195,10.554946437521,0.499999999999009
0.0405859375,48.7654320987655,0.096152,342.862759406432,-0.805910574770351,2.13063293164706,48.7728305886736,107,7.28758646881066,0.499999999999821
0.0630859375,115.432098765432,0.124712,704.730228616012,-0.755168851272674,3.12874408792551,517.000759140585,195,39.9100762053373,0.500000000006136
0.0180859375,75.4320987654321,0.118712,138.18210825607,-0.128187840388529,0.55698756783099,17.198564065233,41,5.06070275202321,0.500000000024337
0.0912109375,35.4320987654321,0.112712,155.922579252365,-0.822642209953314,0.55698756783099,17.198564065233,41,10.9741930841216,0.499999999999417
0.0462109375,137.654320987654,0.106712,140.908985808234,-0.567303681093847,0.55698756783099,17.198564065233,41,5.96966193607806,0.500000001462167
0.0687109375,97.6543209876543,0.100712,146.24698311672,-0.850213060728278,0.55698756783099,17.198564065233,41,7.74899437223993,0.500000000005641
0.0237109375,57.6543209876543,0.123512,139.456307614168,-0.263810063772694,0.55698756783099,17.198564065233,41,5.48543587138945,0.499999999997213
0.0799609375,124.320987654321,0.117512,152.18662837783,-0.68927476673412,0.55698756783099,17.198564065233,41,9.72887612594345,0.500000016647971
0.0349609375,84.320987654321,0.111512,139.347787041934,-0.527342128203477,0.55698756783099,17.198564065233,41,5.44926234731128,0.499999999997677
0.0574609375,44.320987654321,0.105512,143.515187616206,-0.701375496551606,0.55698756783099,17.198564065233,41,6.83839587206862,0.499999999999305
0.0124609375,110.987654320988,0.099512,135.155417430142,-0.196807931310394,0.55698756783099,17.198564065233,41,4.05180581004721,0.499999999996596
0.0982421875,70.9876543209876,0.122312,160.184639445555,-0.813436035574939,0.55698756783099,17.198564065233,41,12.3948798151849,0.500000000000905
0.0532421875,30.9876543209877,0.116312,143.824382963395,-0.752292772137729,0.55698756783099,17.198564065233,41,6.94146098779841,0.499999999999024
0.0757421875,149.012345679012,0.110312,149.751978953035,-0.843111334711964,0.55698756783099,17.198564065233,41,8.91732631767828,0.500000001614866
0.0307421875,109.012345679012,0.104312,137.730231381557,-0.444706297206776,0.55698756783099,17.198564065233,41,4.91007712718579,0.500000004525352
0.0869921875,69.0123456790124,0.098312,152.500255493556,-0.800630815101533,0.55698756783099,17.198564065233,41,9.83341849785211,0.500000021592705
0.0419921875,135.679012345679,0.121112,141.972975613811,-0.75947791221324,0.55698756783099,17.198564065233,41,6.3243252046036,0.500000018745503
0.0644921875,95.679012345679,0.115112,146.744736637336,-0.828435668107866,0.55698756783099,17.198564065233,41,7.91491221244549,0.500000000020905
0.0194921875,55.679012345679,0.109112,136.969984921342,-0.247656520484829,0.55698756783099,17.198564065233,41,4.65666164044741,0.499999999997987
0.0926171875,122.345679012346,0.103112,155.3368254878,-0.700661754390131,0.55698756783099,17.198564065233,41,10.7789418292667,0.499999999999575
0.0476171875,82.3456790123457,0.097112,140.055033476552,-0.809337972675338,0.55698756783099,17.198564065233,41,5.68501115885072,0.500000000046013
0.0701171875,42.3456790123457,0.119912,149.137982180945,-0.89557094158866,0.55698756783099,17.198564065233,41,8.71266072698176,0.50000000080063
0.0251171875,144.567901234568,0.113912,138.242125115768,-0.595879757342165,0.55698756783099,17.198564065233,41,5.08070837192259,0.500000000009144
0.0813671875,104.567901234568,0.107912,151.471416507527,-0.916913029814498,0.55698756783099,17.198564065233,41,9.49047216917567,0.500000008922118
0.0363671875,64.5679012345679,0.101912,138.349835180754,-0.608461801894582,0.55698756783099,17.198564065233,41,5.11661172691797,0.50000000000106
0.0588671875,131.234567901235,0.095912,142.763330439238,-0.661162052179388,0.55698756783099,17.198564065233,41,6.58777681307918,0.499999999999743
0.0138671875,91.2345679012346,0.124472,138.705894696624,-0.182871638505965,0.55698756783099,17.198564065233,41,5.23529823220804,0.500000004425268
0.0954296875,51.2345679012346,0.118472,158.444401682294,-0.869432141071056,0.55698756783099,17.198564065233,41,11.8148005607647,0.499999999998691
0.0504296875,117.901234567901,0.112472,142.623155708732,-0.69839807157963,0.55698756783099,17.198564065233,41,6.54105190291068,0.499999999999793
0.0729296875,77.9012345679012,0.106472,148.314952303434,-0.886253179129695,0.55698756783099,17.198564065233,41,8.43831743447815,0.500000000281615
0.0279296875,37.9012345679013,0.100472,136.83995315691,-0.62041651574793,0.55698756783099,17.198564065233,41,4.61331771896986,0.49999999999695
0.0841796875,140.123456790123,0.123272,154.543915616686,-0.771105023292933,0.55698756783099,17.198564065233,41,10.5146385388954,0.499999999999735
0.0391796875,100.123456790123,0.117272,140.887333379723,-0.530221980417586,0.55698756783099,17.198564065233,41,5.9624444599078,0.500000001370043
0.0616796875,60.1234567901235,0.111272,145.417942618513,-0.799017727380361,0.55698756783099,17.198564065233,41,7.47264753950428,0.499999999998286
0.0166796875,126.79012345679,0.105272,136.206327305909,-0.192847316022826,0.55698756783099,17.198564065233,41,4.40210910196954,0.500000000000757
0.0898046875,86.7901234567901,0.099272,153.736418381113,-0.749034988887184,0.55698756783099,17.198564065233,41,10.2454727937044,0.499999999999845
0.0448046875,46.7901234567901,0.122072,142.687296960967,-0.79062803731926,0.55698756783099,17.198564065233,41,6.56243232032242,0.499999999999772
0.0673046875,113.456790123457,0.116072,147.728557554448,-0.764770986777428,0.55698756783099,17.198564065233,41,8.24285251814926,0.500000000121089
0.0223046875,73.4567901234568,0.110072,137.389410521105,-0.285521143460909,0.55698756783099,17.198564065233,41,4.7964701737018,0.500000055588536
0.0785546875,33.4567901234568,0.104072,149.979765518177,-0.831334264197819,0.55698756783099,17.198564065233,41,8.99325517272553,0.500000002066139
0.0335546875,147.530864197531,0.098072,137.399211180568,-0.90320153817368,0.55698756783099,17.198564065233,41,4.79973706018937,0.500000052208025
0.0560546875,107.530864197531,0.120872,145.173416261823,-0.759600580336712,0.55698756783099,17.198564065233,41,7.39113875394109,0.499999999997937
0.0110546875,67.5308641975309,0.114872,137.129951095848,-0.211727926057493,0.55698756783099,17.198564065233,41,4.70998369861608,0.49999999999902
0.0989453125,134.197530864198,0.108872,158.753667197614,-0.712617448851833,0.55698756783099,17.198564065233,41,11.9178890658713,0.499999999998735
0.0539453125,94.1975308641975,0.102872,142.269445914648,-0.782845681101697,0.55698756783099,17.198564065233,41,6.42314863821606,0.500000032646975
0.0764453125,54.1975308641975,0.096872,148.40031488813,-0.726195139983182,0.55698756783099,17.198564065233,41,8.46677162937659,0.500000000315951
0.0314453125,120.864197530864,0.119672,139.920842984127,-0.392981740046159,0.55698756783099,17.198564065233,41,5.64028099470902,0.500000000018463
0.0876953125,80.8641975308642,0.113672,154.624413126236,-0.825475380912994,0.55698756783099,17.198564065233,41,10.5414710420786,0.499999999999722
0.0426953125,40.8641975308642,0.107672,140.28534448021,-0.585848456325146,0.55698756783099,17.198564065233,41,5.76178149340321,0.500000000151509
0.0651953125,143.086419753086,0.101672,145.266710459853,-0.725359413756167,0.55698756783099,17.198564065233,41,7.42223681995116,0.499999999998022
0.0201953125,103.086419753086,0.095672,135.320545469704,-0.331368413140757,0.55698756783099,17.198564065233,41,4.10684848990142,0.500000054858125
0.0933203125,63.0864197530864,0.124232,158.335116559168,-0.821829760706418,0.55698756783099,17.198564065233,41,11.7783721863894,0.499999999998694
0.0483203125,129.753086419753,0.118232,142.915040426483,-0.703219802367889,0.55698756783099,17.198564065233,41,6.63834680882777,0.49999999999968
0.0708203125,89.7530864197531,0.112232,148.341885567219,-0.875543199606748,0.55698756783099,17.198564065233,41,8.44729518907302,0.500000000292079
0.0258203125,49.7530864197531,0.106232,137.294784000718,-0.442490004466471,0.55698756783099,17.198564065233,41,4.76492800023941,0.499999999999598
